id,semantic_ok,replay_ok,read_steps,qa_success_count,invalid_action_count,invalid_final_no_qa_count,qa_after_read,qa_unknown,last_qa_node_id,target_leaf_node_id,evidence_hit,qa_gold_support,soft_evidence_ok,action_after_qa_count,total_steps,strict_keep,soft_keep
train_408,True,True,5,1,0,0,True,False,train_408_l1_0_l2_2_l3_4,train_408_l1_0_l2_2_l3_4,True,False,True,0,9,True,True
train_415,True,True,2,1,0,0,True,False,train_415_l1_0_l2_1_l3_1,train_415_l1_0_l2_1_l3_1,True,True,True,0,6,True,True
train_420,True,True,2,1,0,0,True,False,train_420_l1_2_l2_4_l3_4,train_420_l1_2_l2_4_l3_3,False,False,False,0,6,False,False
train_421,True,True,2,1,0,0,True,False,train_421_l1_3_l2_3_l3_0,train_421_l1_3_l2_3_l3_0,True,False,True,0,6,True,True
train_425,True,True,5,1,0,0,True,False,train_425_l1_2_l2_2_l3_0,train_425_l1_2_l2_3_l3_2,False,True,True,0,9,False,True
train_432,True,True,3,1,0,0,True,False,train_432_l1_0_l2_1_l3_1,train_432_l1_0_l2_1_l3_3,False,False,False,0,7,False,False
train_438,True,True,4,1,0,2,True,False,train_438_l1_3_l2_0_l3_2,train_438_l1_3_l2_0_l3_2,True,False,True,0,10,False,True
train_464,True,True,2,1,0,0,True,False,train_464_l1_0_l2_4_l3_0,train_464_l1_0_l2_4_l3_0,True,True,True,0,6,True,True
train_469,True,True,2,1,0,0,True,False,train_469_l1_1_l2_1_l3_1,train_469_l1_1_l2_1_l3_1,True,True,True,0,6,True,True
train_472,True,True,5,1,1,0,True,True,train_472_l1_0_l2_0_l3_3,train_472_l1_0_l2_0_l3_2,False,False,False,3,10,False,False
train_491,True,True,5,1,0,0,True,False,train_491_l1_4_l2_0_l3_2,train_491_l1_4_l2_0_l3_2,True,False,True,0,9,True,True
train_506,True,True,3,1,1,2,True,False,train_506_l1_0_l2_4_l3_5,train_506_l1_0_l2_4_l3_5,True,False,True,0,10,False,True
train_511,True,True,3,1,1,0,True,True,train_511_l1_4_l2_5_l3_0,train_511_l1_4_l2_5_l3_2,False,False,False,1,8,False,False
train_512,True,True,2,1,0,0,True,False,train_512_l1_4_l2_5_l3_1,train_512_l1_4_l2_5_l3_1,True,False,True,0,6,True,True
train_514,True,True,5,1,0,0,True,False,train_514_l1_3_l2_1_l3_0,train_514_l1_3_l2_1_l3_2,False,False,False,3,10,False,False
train_515,True,True,3,1,0,0,True,False,train_515_l1_3_l2_1_l3_2,train_515_l1_3_l2_1_l3_2,True,False,True,0,7,True,True
train_519,True,True,2,1,0,0,True,False,train_519_l1_5_l2_2_l3_2,train_519_l1_5_l2_2_l3_0,False,False,False,0,6,False,False
train_522,True,True,3,1,0,0,True,False,train_522_l1_0_l2_4_l3_5,train_522_l1_0_l2_4_l3_4,False,True,True,0,7,False,True
train_532,True,True,2,1,1,2,True,False,train_532_l1_0_l2_0_l3_2,train_532_l1_0_l2_0_l3_2,True,True,True,0,9,False,True
train_539,True,True,5,1,0,0,True,False,train_539_l1_1_l2_0_l3_3,train_539_l1_3_l2_0_l3_3,False,False,False,0,9,False,False
train_541,True,True,2,1,0,0,True,False,train_541_l1_0_l2_1_l3_0,train_541_l1_0_l2_1_l3_3,False,True,True,0,6,False,True
train_547,True,True,2,1,1,0,True,False,train_547_l1_2_l2_0_l3_0,train_547_l1_2_l2_0_l3_0,True,False,True,0,7,False,True
train_552,True,True,2,1,1,0,True,False,train_552_l1_2_l2_0_l3_1,train_552_l1_2_l2_0_l3_1,True,False,True,0,7,False,True
train_557,True,True,2,1,0,0,True,False,train_557_l1_1_l2_3_l3_3,train_557_l1_1_l2_3_l3_3,True,False,True,0,6,True,True
train_561,True,True,4,1,0,2,True,False,train_561_l1_2_l2_4_l3_4,train_561_l1_2_l2_4_l3_4,True,False,True,0,10,False,True
train_564,True,True,2,1,2,2,True,False,train_564_l1_3_l2_0_l3_1,train_564_l1_3_l2_0_l3_1,True,True,True,0,10,False,True
train_567,True,True,2,1,0,2,True,False,train_567_l1_2_l2_4_l3_5,train_567_l1_2_l2_4_l3_5,True,True,True,0,8,False,True
train_573,True,True,5,1,0,1,True,False,train_573_l1_2_l2_4_l3_4,train_573_l1_2_l2_4_l3_4,True,True,True,0,10,False,True
train_582,True,True,2,1,0,4,True,False,train_582_l1_2_l2_4_l3_4,train_582_l1_2_l2_4_l3_4,True,False,True,0,10,False,True
train_588,True,True,2,1,0,0,True,False,train_588_l1_1_l2_4_l3_3,train_588_l1_1_l2_4_l3_3,True,True,True,0,6,True,True
train_598,True,True,2,1,0,0,True,False,train_598_l1_4_l2_0_l3_1,train_598_l1_4_l2_0_l3_1,True,False,True,0,6,True,True
train_607,True,True,3,1,1,1,True,True,train_607_l1_0_l2_1_l3_1,train_607_l1_0_l2_1_l3_1,True,False,True,1,9,False,False
train_612,True,True,3,1,1,0,True,True,train_612_l1_0_l2_1_l3_1,train_612_l1_0_l2_1_l3_1,True,False,True,1,8,False,False
train_623,True,True,2,1,0,0,True,False,train_623_l1_0_l2_3_l3_3,train_623_l1_0_l2_3_l3_3,True,False,True,0,6,True,True
train_628,True,True,5,1,0,0,True,False,train_628_l1_1_l2_0_l3_1,train_628_l1_1_l2_0_l3_1,True,True,True,0,9,True,True
train_638,True,True,2,1,0,0,True,False,train_638_l1_1_l2_0_l3_1,train_638_l1_1_l2_0_l3_1,True,True,True,0,6,True,True
train_640,True,True,2,1,0,0,True,False,train_640_l1_0_l2_3_l3_3,train_640_l1_0_l2_3_l3_2,False,False,False,0,7,False,False
train_641,True,True,2,1,0,2,True,False,train_641_l1_1_l2_1_l3_0,train_641_l1_1_l2_1_l3_0,True,False,True,0,8,False,True
train_644,True,True,2,1,0,0,True,False,train_644_l1_1_l2_2_l3_0,train_644_l1_1_l2_2_l3_0,True,False,True,0,6,True,True
train_646,True,True,6,1,0,0,True,True,train_646_l1_2_l2_0_l3_2,train_646_l1_2_l2_0_l3_1,False,False,False,4,10,False,False
train_648,True,True,4,1,1,0,True,True,train_648_l1_1_l2_0_l3_0,train_648_l1_1_l2_0_l3_2,False,False,False,2,9,False,False
train_652,True,True,2,1,0,2,True,False,train_652_l1_1_l2_1_l3_3,train_652_l1_1_l2_1_l3_3,True,False,True,0,8,False,True
train_657,True,True,2,1,0,0,True,False,train_657_l1_0_l2_0_l3_3,train_657_l1_0_l2_0_l3_3,True,False,True,0,6,True,True
train_660,True,True,2,1,0,0,True,False,train_660_l1_1_l2_2_l3_2,train_660_l1_1_l2_2_l3_1,False,False,False,0,6,False,False
train_661,True,True,5,1,1,0,True,True,train_661_l1_1_l2_1_l3_3,train_661_l1_1_l2_0_l3_1,False,False,False,2,10,False,False
train_664,True,True,2,1,0,0,True,False,train_664_l1_2_l2_3_l3_0,train_664_l1_2_l2_3_l3_0,True,False,True,0,6,True,True
train_665,True,True,4,1,0,1,True,False,train_665_l1_2_l2_0_l3_3,train_665_l1_1_l2_0_l3_2,False,True,True,0,9,False,True
train_673,True,True,3,1,1,0,True,False,train_673_l1_1_l2_1_l3_3,train_673_l1_1_l2_1_l3_3,True,False,True,1,8,False,True
train_682,True,True,2,1,0,0,True,False,train_682_l1_1_l2_5_l3_3,train_682_l1_1_l2_5_l3_4,False,False,False,0,6,False,False
train_690,True,True,2,1,0,0,True,False,train_690_l1_5_l2_3_l3_3,train_690_l1_5_l2_3_l3_3,True,False,True,0,6,True,True
train_693,True,True,3,1,1,0,True,True,train_693_l1_6_l2_0_l3_5,train_693_l1_6_l2_0_l3_5,True,False,True,1,9,False,False
train_696,True,True,2,1,0,2,True,False,train_696_l1_0_l2_1_l3_5,train_696_l1_0_l2_1_l3_5,True,False,True,0,8,False,True
train_709,True,True,3,1,1,2,True,False,train_709_l1_0_l2_2_l3_3,train_709_l1_0_l2_2_l3_3,True,False,True,0,10,False,True
train_715,True,True,2,1,0,0,True,False,train_715_l1_0_l2_1_l3_4,train_715_l1_0_l2_1_l3_4,True,False,True,0,6,True,True
train_730,True,True,2,1,0,0,True,False,train_730_l1_2_l2_3_l3_4,train_730_l1_2_l2_3_l3_4,True,False,True,0,6,True,True
train_739,True,True,2,1,0,0,True,False,train_739_l1_0_l2_3_l3_0,train_739_l1_0_l2_3_l3_1,False,False,False,0,6,False,False
train_748,True,True,2,1,0,1,True,True,train_748_l1_4_l2_2_l3_2,train_748_l1_4_l2_2_l3_2,True,False,True,0,7,False,False
train_750,True,True,2,1,0,2,True,False,train_750_l1_0_l2_1_l3_2,train_750_l1_0_l2_1_l3_2,True,True,True,0,8,False,True
train_755,True,True,2,1,0,0,True,False,train_755_l1_0_l2_1_l3_2,train_755_l1_0_l2_1_l3_2,True,False,True,0,6,True,True
train_760,True,True,5,1,0,0,True,True,train_760_l1_2_l2_0_l3_3,train_760_l1_4_l2_2_l3_2,False,False,False,0,9,False,False
train_766,True,True,3,1,0,0,True,False,train_766_l1_1_l2_0_l3_1,train_766_l1_1_l2_0_l3_1,True,False,True,0,7,True,True
train_767,True,True,2,1,0,1,True,False,train_767_l1_3_l2_1_l3_2,train_767_l1_3_l2_1_l3_2,True,False,True,0,7,False,True
train_779,True,True,2,1,0,0,True,False,train_779_l1_2_l2_0_l3_2,train_779_l1_2_l2_0_l3_2,True,True,True,0,6,True,True
train_807,True,True,2,1,0,1,True,False,train_807_l1_0_l2_1_l3_5,train_807_l1_0_l2_1_l3_5,True,True,True,0,7,False,True
train_811,True,True,2,1,0,0,True,True,train_811_l1_2_l2_5_l3_5,train_811_l1_2_l2_5_l3_5,True,False,True,0,6,False,False
train_814,True,True,2,1,0,2,True,False,train_814_l1_7_l2_5_l3_0,train_814_l1_7_l2_5_l3_0,True,True,True,0,8,False,True
train_815,True,True,2,1,0,2,True,True,train_815_l1_1_l2_3_l3_3,train_815_l1_1_l2_3_l3_2,False,False,False,0,8,False,False
train_822,True,True,4,1,0,0,True,True,train_822_l1_4_l2_0_l3_5,train_822_l1_4_l2_0_l3_4,False,False,False,2,8,False,False
train_835,True,True,2,1,0,0,True,False,train_835_l1_0_l2_0_l3_1,train_835_l1_0_l2_0_l3_1,True,True,True,0,6,True,True
train_837,True,True,6,1,0,0,True,True,train_837_l1_0_l2_5_l3_1,train_837_l1_0_l2_5_l3_4,False,False,False,4,10,False,False
train_843,True,True,3,1,0,0,True,True,train_843_l1_2_l2_2_l3_6,train_843_l1_2_l2_2_l3_7,False,False,False,1,7,False,False
train_851,True,True,2,1,0,0,True,False,train_851_l1_0_l2_4_l3_5,train_851_l1_0_l2_4_l3_3,False,True,True,0,6,False,True
train_852,True,True,5,1,1,0,True,True,train_852_l1_0_l2_3_l3_5,train_852_l1_0_l2_3_l3_4,False,False,False,2,10,False,False
train_856,True,True,3,1,1,0,True,True,train_856_l1_0_l2_1_l3_5,train_856_l1_0_l2_1_l3_0,False,False,False,1,8,False,False
train_874,True,True,2,1,0,0,True,False,train_874_l1_7_l2_2_l3_0,train_874_l1_7_l2_2_l3_0,True,False,True,0,6,True,True
train_878,True,True,2,1,0,2,True,False,train_878_l1_1_l2_7_l3_1,train_878_l1_1_l2_7_l3_1,True,False,True,0,8,False,True
train_891,True,True,2,1,0,0,True,False,train_891_l1_1_l2_4_l3_3,train_891_l1_1_l2_4_l3_4,False,False,False,0,6,False,False
train_892,True,True,2,1,0,2,True,False,train_892_l1_1_l2_4_l3_0,train_892_l1_1_l2_4_l3_0,True,False,True,0,8,False,True
train_914,True,True,3,1,1,0,True,False,train_914_l1_0_l2_3_l3_4,train_914_l1_0_l2_3_l3_4,True,False,True,1,9,False,True
train_933,True,True,4,1,1,0,True,True,train_933_l1_0_l2_0_l3_3,train_933_l1_0_l2_0_l3_2,False,False,False,2,9,False,False
train_935,True,True,3,1,1,0,True,True,train_935_l1_0_l2_1_l3_3,train_935_l1_0_l2_1_l3_2,False,False,False,1,8,False,False
train_940,True,True,5,1,1,0,True,True,train_940_l1_1_l2_3_l3_4,train_940_l1_1_l2_3_l3_4,True,False,True,3,10,False,False
train_975,True,True,2,1,0,0,True,False,train_975_l1_0_l2_4_l3_3,train_975_l1_0_l2_4_l3_3,True,False,True,0,6,True,True
train_980,True,True,2,1,0,0,True,False,train_980_l1_0_l2_3_l3_6,train_980_l1_0_l2_3_l3_2,False,True,True,0,6,False,True
train_981,True,True,2,1,0,2,True,False,train_981_l1_2_l2_0_l3_1,train_981_l1_2_l2_0_l3_4,False,False,False,0,8,False,False
train_983,True,True,2,1,0,0,True,False,train_983_l1_3_l2_0_l3_6,train_983_l1_3_l2_0_l3_6,True,True,True,0,6,True,True
train_991,True,True,3,1,0,0,True,False,train_991_l1_0_l2_4_l3_2,train_991_l1_0_l2_4_l3_2,True,False,True,1,7,True,True
train_1006,True,True,3,1,1,1,True,True,train_1006_l1_0_l2_1_l3_3,train_1006_l1_0_l2_1_l3_2,False,False,False,1,9,False,False
train_1008,True,True,5,1,1,0,True,True,train_1008_l1_2_l2_2_l3_0,train_1008_l1_2_l2_2_l3_1,False,False,False,3,10,False,False
train_1012,True,True,2,1,1,0,True,True,train_1012_l1_0_l2_2_l3_3,train_1012_l1_0_l2_2_l3_0,False,False,False,0,7,False,False
train_1013,True,True,6,1,0,0,True,False,train_1013_l1_1_l2_0_l3_0,train_1013_l1_0_l2_2_l3_3,False,False,False,3,10,False,False
train_1014,True,True,2,1,0,1,True,False,train_1014_l1_1_l2_1_l3_2,train_1014_l1_1_l2_1_l3_2,True,True,True,0,7,False,True
train_1021,True,True,3,1,0,0,True,False,train_1021_l1_0_l2_2_l3_3,train_1021_l1_0_l2_2_l3_3,True,True,True,0,7,True,True
train_1027,True,True,6,1,0,0,True,True,train_1027_l1_1_l2_3_l3_1,train_1027_l1_1_l2_3_l3_0,False,False,False,4,10,False,False
train_1030,True,True,2,1,0,2,True,False,train_1030_l1_1_l2_1_l3_4,train_1030_l1_1_l2_1_l3_3,False,False,False,0,8,False,False
train_1032,True,True,2,1,0,0,True,False,train_1032_l1_2_l2_3_l3_2,train_1032_l1_2_l2_3_l3_2,True,False,True,0,6,True,True
train_1058,True,True,2,1,0,3,True,False,train_1058_l1_0_l2_2_l3_2,train_1058_l1_0_l2_2_l3_2,True,False,True,0,9,False,True
train_1061,True,True,2,1,0,0,True,False,train_1061_l1_0_l2_3_l3_2,train_1061_l1_0_l2_3_l3_1,False,True,True,0,6,False,True
train_1062,True,True,4,1,0,0,True,True,train_1062_l1_1_l2_2_l3_2,train_1062_l1_1_l2_2_l3_2,True,False,True,2,8,False,False
train_1063,True,True,2,1,0,0,True,False,train_1063_l1_2_l2_1_l3_1,train_1063_l1_2_l2_1_l3_1,True,False,True,0,6,True,True
train_1064,True,True,2,1,0,0,True,False,train_1064_l1_2_l2_2_l3_3,train_1064_l1_2_l2_2_l3_3,True,False,True,0,6,True,True
train_1070,True,True,2,1,0,3,True,False,train_1070_l1_0_l2_3_l3_0,train_1070_l1_0_l2_3_l3_0,True,False,True,0,9,False,True
train_1086,True,True,5,1,1,0,True,False,train_1086_l1_3_l2_1_l3_3,train_1086_l1_3_l2_1_l3_3,True,False,True,0,10,False,True
train_1087,True,True,5,1,0,0,True,True,train_1087_l1_3_l2_2_l3_0,train_1087_l1_3_l2_1_l3_3,False,False,False,1,9,False,False
train_1099,True,True,6,1,0,0,True,True,train_1099_l1_6_l2_0_l3_4,train_1099_l1_7_l2_6_l3_2,False,False,False,2,10,False,False
train_1103,True,True,3,1,1,0,True,False,train_1103_l1_3_l2_8_l3_0,train_1103_l1_3_l2_8_l3_1,False,True,True,1,8,False,True
train_1116,True,True,2,1,0,0,True,False,train_1116_l1_0_l2_0_l3_1,train_1116_l1_0_l2_0_l3_1,True,False,True,0,6,True,True
train_1122,True,True,4,1,0,1,True,False,train_1122_l1_0_l2_1_l3_1,train_1122_l1_0_l2_1_l3_1,True,False,True,0,9,False,True
train_1123,True,True,2,1,0,0,True,False,train_1123_l1_0_l2_1_l3_0,train_1123_l1_0_l2_1_l3_0,True,False,True,0,6,True,True
train_1125,True,True,3,1,0,0,True,False,train_1125_l1_0_l2_0_l3_1,train_1125_l1_0_l2_0_l3_0,False,True,True,0,7,False,True
train_1126,True,True,2,1,0,0,True,False,train_1126_l1_0_l2_0_l3_1,train_1126_l1_0_l2_0_l3_1,True,False,True,0,7,True,True
train_1128,True,True,2,1,0,1,True,False,train_1128_l1_0_l2_0_l3_1,train_1128_l1_0_l2_0_l3_1,True,False,True,0,7,False,True
train_1132,True,True,2,1,0,0,True,False,train_1132_l1_0_l2_1_l3_1,train_1132_l1_0_l2_1_l3_1,True,False,True,0,6,True,True
train_1137,True,True,2,1,0,3,True,False,train_1137_l1_0_l2_0_l3_1,train_1137_l1_0_l2_0_l3_0,False,False,False,0,9,False,False
train_1141,True,True,4,1,0,0,True,False,train_1141_l1_0_l2_1_l3_1,train_1141_l1_0_l2_1_l3_1,True,False,True,0,8,True,True
train_1176,True,True,2,1,0,0,True,False,train_1176_l1_0_l2_0_l3_4,train_1176_l1_0_l2_0_l3_4,True,False,True,0,6,True,True
train_1180,True,True,4,1,0,0,True,False,train_1180_l1_3_l2_0_l3_0,train_1180_l1_3_l2_0_l3_0,True,False,True,0,8,True,True
train_1183,True,True,2,1,0,0,True,False,train_1183_l1_3_l2_4_l3_4,train_1183_l1_3_l2_4_l3_4,True,False,True,0,6,True,True
train_1185,True,True,2,1,0,2,True,False,train_1185_l1_2_l2_4_l3_4,train_1185_l1_2_l2_4_l3_4,True,False,True,0,8,False,True
train_1186,True,True,2,1,0,0,True,False,train_1186_l1_0_l2_0_l3_4,train_1186_l1_0_l2_0_l3_4,True,False,True,0,6,True,True
train_1194,True,True,2,1,0,0,True,False,train_1194_l1_3_l2_4_l3_1,train_1194_l1_3_l2_4_l3_1,True,False,True,0,6,True,True
train_1202,True,True,2,1,0,0,True,False,train_1202_l1_2_l2_2_l3_3,train_1202_l1_2_l2_2_l3_3,True,False,True,0,6,True,True
train_1203,True,True,2,1,0,0,True,False,train_1203_l1_0_l2_1_l3_2,train_1203_l1_0_l2_1_l3_2,True,False,True,0,6,True,True
train_1210,True,True,2,1,0,1,True,False,train_1210_l1_3_l2_2_l3_2,train_1210_l1_3_l2_2_l3_2,True,True,True,0,7,False,True
train_1212,True,True,3,1,1,0,True,False,train_1212_l1_1_l2_3_l3_0,train_1212_l1_1_l2_3_l3_0,True,False,True,0,8,False,True
train_1230,True,True,2,1,0,0,True,False,train_1230_l1_0_l2_0_l3_2,train_1230_l1_0_l2_0_l3_2,True,True,True,0,6,True,True
